"jd","star_name","band","validation_flag","magnitude"
2453915.54,"R AQL","Vis.","V",9.5
2453915.7,"R AQL","Vis.","V",8.9
2453916.4521,"R AQL","Vis.","V",9.6
2453916.5,"R AQL","Vis.","V",8.8
2453916.6,"R AQL","Vis.","V",9.3
2453916.9,"R AQL","Vis.","V",9.1
2453917.4299,"R AQL","Vis.","V",9.6
2453917.4326,"R AQL","Vis.","V",9.6
2453917.5,"R AQL","Vis.","V",9.2
2453917.6,"R AQL","Vis.","V",9.2
2453918.3,"R AQL","Vis.","V",8.3
2453918.4667,"R AQL","Vis.","V",9.3
2453919.4167,"R AQL","Vis.","V",9.4
2453919.5167,"R AQL","Vis.","V",9.4
2453919.8194,"R AQL","Vis.","V",9.3
2453920.46,"R AQL","Vis.","V",8.7
2453921.4,"R AQL","Vis.","V",8.5
2453922.3,"R AQL","Vis.","V",8
2453922.4,"R AQL","Vis.","V",9
2453922.439,"R AQL","Vis.","V",9.3
2453922.4563,"R AQL","Vis.","V",9
2453922.48,"R AQL","Vis.","V",9.6
2453923.3,"R AQL","Vis.","V",9
2453923.39,"R AQL","Vis.","V",8.6
2453924.4,"R AQL","Vis.","V",8.7
2453924.4,"R AQL","Vis.","V",9.2
2453924.7715,"R AQL","Vis.","V",9.3
2453925.5021,"R AQL","Vis.","V",9.2
2453926.47,"R AQL","Vis.","V",9.6
2453927.7653,"R AQL","Vis.","V",8.2
2453928.3,"R AQL","Vis.","V",8.3
2453928.36,"R AQL","Vis.","V",8.4
2453929.3,"R AQL","Vis.","V",7.8
2453929.486,"R AQL","Vis.","V",8.4
2453929.6,"R AQL","Vis.","V",8.7
2453930.3722,"R AQL","Vis.","V",8.8
2453930.6,"R AQL","Vis.","V",8.2
2453931.4201,"R AQL","Vis.","V",8.7
2453931.7986,"R AQL","Vis.","V",8
2453932.38,"R AQL","Vis.","V",8.8
2453932.4,"R AQL","Vis.","V",8.1
2453932.46,"R AQL","Vis.","V",8.6
2453932.682,"R AQL","Vis.","V",9
2453932.682,"R AQL","Vis.","V",9
2453932.7507,"R AQL","Vis.","V",8.4
2453933.3861,"R AQL","Vis.","V",8.3
2453934.3,"R AQL","Vis.","V",8.5
2453934.3833,"R AQL","Vis.","V",8.6
2453934.4,"R AQL","Vis.","V",7.9
2453934.4167,"R AQL","Vis.","V",8
2453934.44,"R AQL","Vis.","V",8.3
2453935.3,"R AQL","Vis.","V",8.4
2453935.4146,"R AQL","Vis.","V",8.5
2453935.42,"R AQL","Vis.","V",7.9
2453935.4618,"R AQL","Vis.","V",8.9
2453935.5,"R AQL","Vis.","V",8.4
2453935.7507,"R AQL","Vis.","V",8.1
2453935.8,"R AQL","Vis.","V",8.1
2453936.3,"R AQL","Vis.","V",8.4
2453936.38,"R AQL","Vis.","V",8.3
2453936.4,"R AQL","Vis.","V",7.9
2453936.417,"R AQL","Vis.","V",8.2
2453936.5,"R AQL","Vis.","V",8.7
2453937.3406,"R AQL","Vis.","V",8.6
2453937.3472,"R AQL","Vis.","V",7.9
2453937.38,"R AQL","Vis.","V",8.5
2453937.39,"R AQL","Vis.","V",8.1
2453937.4,"R AQL","Vis.","V",7.9
2453937.4194,"R AQL","Vis.","V",8.4
2453937.4868,"R AQL","Vis.","V",8.2
2453937.5,"R AQL","Vis.","V",8.1
2453938.4222,"R AQL","Vis.","V",8.4
2453938.8028,"R AQL","Vis.","V",8.1
2453939.3,"R AQL","Vis.","V",7.7
2453939.3618,"R AQL","V","V",7.9
2453939.3623,"R AQL","V","V",7.9
2453939.4,"R AQL","Vis.","V",7.9
2453939.4167,"R AQL","Vis.","V",8.1
2453939.4375,"R AQL","Vis.","V",8.4
2453939.4542,"R AQL","Vis.","V",8.5
2453939.7451,"R AQL","Vis.","V",8.3
2453940.4,"R AQL","Vis.","V",7.8
2453940.4,"R AQL","Vis.","V",8.4
2453940.4396,"R AQL","Vis.","V",8.3
2453940.4431,"R AQL","Vis.","V",8.4
2453940.47,"R AQL","Vis.","V",8.4
2453940.6,"R AQL","Vis.","V",8.2
2453940.7,"R AQL","Vis.","V",8.7
2453940.7424,"R AQL","Vis.","V",7.9
2453941.4,"R AQL","Vis.","V",8
2453941.4285,"R AQL","Vis.","V",8.5
2453941.4632,"R AQL","Vis.","V",8.1
2453941.6667,"R AQL","Vis.","V",8
2453942.3,"R AQL","Vis.","V",7.9
2453942.4208,"R AQL","Vis.","V",8.4
2453942.4444,"R AQL","Vis.","V",8
2453942.4458,"R AQL","Vis.","V",8.2
2453943.3,"R AQL","Vis.","V",8.1
2453943.4514,"R AQL","Vis.","V",8.4
2453944.3986,"R AQL","Vis.","V",8.1
2453944.4056,"R AQL","Vis.","V",7.9
2453944.41,"R AQL","Vis.","V",7.9
2453944.4319,"R AQL","Vis.","V",8.4
2453944.48,"R AQL","Vis.","V",8.1
2453944.8,"R AQL","Vis.","V",7.8
2453945.4396,"R AQL","Vis.","V",8.1
2453945.441,"R AQL","Vis.","V",8.1
2453945.6,"R AQL","Vis.","V",7.6
2453946.3599,"R AQL","V","V",7.6
2453946.3604,"R AQL","V","V",7.6
2453946.39653,"R AQL","Vis.","Z",7.6
2453946.3979,"R AQL","Vis.","V",7.9
2453946.398,"R AQL","Vis.","V",8
2453946.398,"R AQL","Vis.","V",8
2453946.39931,"R AQL","Vis.","Z",7.6
2453946.4,"R AQL","Vis.","V",7.3
2453946.8604,"R AQL","Vis.","V",8.8
2453947.3847,"R AQL","Vis.","V",8.2
2453947.459,"R AQL","Vis.","V",8
2453947.6965,"R AQL","Vis.","V",7.6
2453947.7278,"R AQL","Vis.","V",7.9
2453948.37,"R AQL","Vis.","V",7.6
2453948.382,"R AQL","Vis.","V",7.5
2453949.38,"R AQL","Vis.","V",7.8
2453949.4,"R AQL","Vis.","V",8.6
2453950.3403,"R AQL","Vis.","V",7.7
2453950.3653,"R AQL","Vis.","V",8
2453950.4396,"R AQL","Vis.","V",7.9
2453950.5,"R AQL","Vis.","V",7.9
2453951.3715,"R AQL","Vis.","V",7.8
2453951.7368,"R AQL","Vis.","V",7.9
2453951.8,"R AQL","Vis.","V",8.2
2453952.6,"R AQL","Vis.","V",7.1
2453952.7847,"R AQL","Vis.","V",7.8
2453953.3,"R AQL","Vis.","V",7.5
2453953.33,"R AQL","Vis.","V",8.4
2453953.4,"R AQL","Vis.","V",7.9
2453953.4,"R AQL","Vis.","V",7.2
2453953.4,"R AQL","Vis.","V",7.3
2453953.41,"R AQL","Vis.","V",8.2
2453953.4174,"R AQL","Vis.","V",8
2453953.4194,"R AQL","Vis.","V",7.9
2453953.45,"R AQL","Vis.","V",8.2
2453953.6,"R AQL","Vis.","V",7.7
2453953.6701,"R AQL","Vis.","V",7.5
2453954,"R AQL","Vis.","V",7.7
2453954.4743,"R AQL","Vis.","V",8.3
2453955.0743,"R AQL","B","V",9.17
2453955.0743,"R AQL","V","V",7.58
2453955.0743,"R AQL","R","V",5.65
2453955.0743,"R AQL","R","V",5.6
2453955.0743,"R AQL","V","V",7.5
2453955.0743,"R AQL","B","V",9.1
2453955.39,"R AQL","Vis.","V",7.8
2453956.2,"R AQL","Vis.","V",7.2
2453956.3646,"R AQL","Vis.","V",7.6
2453956.7069,"R AQL","Vis.","V",7.8
2453956.7542,"R AQL","Vis.","V",7.6
2453957.3618,"R AQL","Vis.","V",7.1
2453957.3694,"R AQL","Vis.","V",7.7
2453957.38,"R AQL","Vis.","V",7.6
2453957.9667,"R AQL","R","V",5.68
2453957.9667,"R AQL","V","V",7.51
2453957.9667,"R AQL","B","V",9.12
2453957.9667,"R AQL","R","V",5.6
2453957.9667,"R AQL","V","V",7.5
2453957.9667,"R AQL","B","V",9.1
2453958.32,"R AQL","Vis.","V",7.6
2453959.3,"R AQL","Vis.","V",7.4
2453959.3743,"R AQL","Vis.","V",7.4
2453959.4951,"R AQL","Vis.","Z",7.48
2453959.7,"R AQL","Vis.","V",7.8
2453960.3514,"R AQL","Vis.","V",7.7
2453960.5,"R AQL","Vis.","V",7.5
2453960.5729,"R AQL","Vis.","V",7.6
2453960.6,"R AQL","Vis.","V",7.5
2453960.694,"R AQL","Vis.","V",7.6
2453960.694,"R AQL","Vis.","V",7.6
2453960.734,"R AQL","Vis.","V",7.6
2453960.734,"R AQL","Vis.","V",7.6
2453961.3951,"R AQL","Vis.","V",7.7
2453961.4,"R AQL","Vis.","V",7.2
2453961.4,"R AQL","Vis.","V",7.6
2453961.4083,"R AQL","Vis.","V",7.8
2453961.6,"R AQL","Vis.","V",7.7
2453962.3,"R AQL","Vis.","V",7.5
2453962.459,"R AQL","Vis.","V",7.7
2453962.459,"R AQL","Vis.","V",7.7
2453962.4639,"R AQL","Vis.","V",7.6
2453962.4931,"R AQL","Vis.","Z",7.4
2453962.7388,"R AQL","Vis.","V",7.6
2453963,"R AQL","Vis.","V",7.8
2453963.2,"R AQL","Vis.","V",7.3
2453963.2986,"R AQL","Vis.","V",7.6
2453963.3,"R AQL","Vis.","V",7.5
2453963.34,"R AQL","Vis.","V",7.5
2453963.36,"R AQL","Vis.","V",7.5
2453963.42,"R AQL","Vis.","V",8
2453963.4306,"R AQL","Vis.","V",7.6
2453963.4722,"R AQL","Vis.","V",7.8
2453963.5,"R AQL","Vis.","V",7.3
2453963.6299,"R AQL","Vis.","V",7.6
2453964.326,"R AQL","Vis.","V",7.6
2453964.4201,"R AQL","Vis.","V",7.4
2453965.3,"R AQL","Vis.","V",7.7
2453965.3903,"R AQL","Vis.","V",7.1
2453965.4,"R AQL","Vis.","V",8
2453965.4153,"R AQL","Vis.","V",7.6
2453966.3431,"R AQL","Vis.","V",7
2453966.3785,"R AQL","Vis.","V",7.6
2453966.4,"R AQL","Vis.","V",7.4
2453966.4458,"R AQL","Vis.","V",7.1
2453966.4625,"R AQL","Vis.","Z",7.33
2453966.514,"R AQL","Vis.","V",7.9
2453966.8,"R AQL","Vis.","V",7.5
2453967.3417,"R AQL","Vis.","V",7.5
2453967.3604,"R AQL","Vis.","V",7.5
2453967.391,"R AQL","Vis.","V",7.6
2453967.4,"R AQL","Vis.","V",7.6
2453967.4632,"R AQL","Vis.","V",7.6
2453967.6097,"R AQL","Vis.","V",7.5
2453967.6694,"R AQL","Vis.","V",7
2453967.6757,"R AQL","Vis.","V",7.5
2453968.39,"R AQL","Vis.","V",7.5
2453968.5139,"R AQL","Vis.","Z",7.24
2453968.66875,"R AQL","Vis.","V",7.5
2453968.7,"R AQL","Vis.","V",7.6
2453969.31,"R AQL","Vis.","V",7.6
2453969.3729,"R AQL","Vis.","V",7.5
2453969.4,"R AQL","Vis.","V",7.2
2453969.4,"R AQL","Vis.","V",7.5
2453969.4,"R AQL","Vis.","V",7.4
2453969.4,"R AQL","Vis.","V",7.4
2453969.4,"R AQL","Vis.","V",7.7
2453969.4222,"R AQL","Vis.","V",7.4
2453969.4285,"R AQL","Vis.","V",7.5
2453969.4465,"R AQL","Vis.","V",7.6
2453969.5,"R AQL","Vis.","V",7.5
2453969.509,"R AQL","Vis.","Z",7.2
2453969.6535,"R AQL","Vis.","V",7
2453970.3,"R AQL","Vis.","V",7.3
2453970.3,"R AQL","Vis.","V",7.7
2453970.3,"R AQL","Vis.","V",7.5
2453970.309,"R AQL","Vis.","V",7.5
2453970.3556,"R AQL","Vis.","V",7.2
2453970.3688,"R AQL","Vis.","V",7.3
2453970.4,"R AQL","Vis.","V",7.2
2453970.42,"R AQL","Vis.","V",7.6
2453970.43819,"R AQL","Vis.","V",7.5
2453970.5722,"R AQL","Vis.","V",7.4
2453970.648,"R AQL","Vis.","V",7.6
2453971.2,"R AQL","Vis.","V",6.7
2453971.32,"R AQL","Vis.","V",7.7
2453971.3333,"R AQL","Vis.","V",6.8
2453971.35,"R AQL","Vis.","V",7.2
2453971.384,"R AQL","Vis.","V",7.6
2453971.395,"R AQL","Vis.","V",7.5
2453971.4563,"R AQL","Vis.","Z",7.17
2453971.5,"R AQL","Vis.","V",7.3
2453971.6493,"R AQL","Vis.","V",7.5
2453972.3333,"R AQL","Vis.","V",7.6
2453972.3507,"R AQL","Vis.","V",7.5
2453972.466,"R AQL","Vis.","Z",7.15
2453972.6875,"R AQL","Vis.","V",7.4
2453973.3889,"R AQL","Vis.","V",7.3
2453973.4014,"R AQL","Vis.","V",7.5
2453973.44653,"R AQL","Vis.","V",7.4
2453973.6632,"R AQL","Vis.","V",7.5
2453973.7,"R AQL","Vis.","V",7.3
2453973.94375,"R AQL","R","V",5.33
2453973.94375,"R AQL","V","V",7.03
2453973.94375,"R AQL","B","V",8.63
2453974.2,"R AQL","Vis.","V",7.2
2453974.2958,"R AQL","Vis.","V",7.4
2453974.3396,"R AQL","Vis.","V",7.5
2453974.3882,"R AQL","Vis.","V",7.6
2453974.4,"R AQL","Vis.","V",7.5
2453974.4069,"R AQL","Vis.","V",7.4
2453975.3493,"R AQL","Vis.","V",7.4
2453975.3896,"R AQL","Vis.","V",7.3
2453975.4972,"R AQL","Vis.","Z",7.04
2453975.6889,"R AQL","Vis.","V",7
2453976.3146,"R AQL","Vis.","V",7.6
2453976.4,"R AQL","Vis.","V",7.6
2453976.41,"R AQL","Vis.","V",7.8
2453976.4694,"R AQL","Vis.","Z",7.01
2453976.7222,"R AQL","Vis.","V",7.2
2453976.7347,"R AQL","Vis.","V",7.2
2453977.2,"R AQL","Vis.","V",7
2453977.2,"R AQL","Vis.","V",7.2
2453977.316,"R AQL","Vis.","V",7.2
2453977.36,"R AQL","Vis.","V",7.2
2453977.4,"R AQL","Vis.","V",7.4
2453977.4236,"R AQL","Vis.","V",7.2
2453977.4257,"R AQL","Vis.","V",7.3
2453977.441,"R AQL","Vis.","V",7.1
2453977.4854,"R AQL","Vis.","Z",6.95
2453977.5,"R AQL","Vis.","V",7.3
2453977.5,"R AQL","Vis.","V",7.2
2453977.6243,"R AQL","Vis.","V",7.5
2453978.3674,"R AQL","Vis.","V",7.4
2453978.37431,"R AQL","Vis.","V",7.4
2453978.517,"R AQL","Vis.","V",7.6
2453978.5681,"R AQL","Vis.","V",7.4
2453978.7104,"R AQL","Vis.","V",7.1
2453978.7208,"R AQL","Vis.","V",6.9
2453979.3889,"R AQL","Vis.","V",7
2453979.4,"R AQL","Vis.","V",7.1
2453979.4,"R AQL","Vis.","V",7.1
2453979.7,"R AQL","Vis.","V",7.1
2453980.3,"R AQL","Vis.","V",7.2
2453980.3681,"R AQL","Vis.","V",7.1
2453980.3681,"R AQL","Vis.","V",7.5
2453980.73958,"R AQL","Vis.","V",6.9
2453981,"R AQL","Vis.","V",7.6
2453981.2,"R AQL","Vis.","V",6.8
2453981.2993,"R AQL","Vis.","V",7.3
2453981.3403,"R AQL","Vis.","V",7.1
2453981.3486,"R AQL","Vis.","V",7.2
2453981.35,"R AQL","Vis.","V",7.1
2453981.40903,"R AQL","Vis.","V",7.1
2453981.6,"R AQL","Vis.","V",7.1
2453981.658,"R AQL","Vis.","V",7.4
2453982.35417,"R AQL","Vis.","V",7
2453982.3701,"R AQL","Vis.","V",7
2453982.3826,"R AQL","Vis.","V",7.1
2453982.4889,"R AQL","Vis.","Z",6.87
2453982.6167,"R AQL","Vis.","V",7.1
2453983.2,"R AQL","Vis.","V",7.2
2453983.3333,"R AQL","Vis.","V",7.5
2453983.375,"R AQL","Vis.","V",6.9
2453983.4,"R AQL","Vis.","V",7.4
2453983.4792,"R AQL","Vis.","Z",6.85
2453983.95486,"R AQL","B","V",8.43
2453983.95486,"R AQL","V","V",6.85
2453983.95486,"R AQL","R","V",5.17
2453984.2,"R AQL","Vis.","V",6.6
2453984.3556,"R AQL","Vis.","V",6.8
2453985.28,"R AQL","Vis.","V",7
2453985.3,"R AQL","Vis.","V",7.2
2453985.3,"R AQL","Vis.","V",7.6
2453985.3201,"R AQL","Vis.","V",7.4
2453985.3556,"R AQL","Vis.","V",7
2453985.3597,"R AQL","Vis.","V",7.5
2453985.71528,"R AQL","Vis.","V",6.9
2453986.3556,"R AQL","Vis.","V",7.2
2453986.5,"R AQL","Vis.","V",7
2453987.35,"R AQL","Vis.","V",7.1
2453987.3611,"R AQL","Vis.","V",6.9
2453988.2917,"R AQL","Vis.","V",7.2
2453988.2944,"R AQL","Vis.","V",7.1
2453988.3,"R AQL","Vis.","V",7.1
2453988.3639,"R AQL","Vis.","V",7
2453988.38403,"R AQL","Vis.","V",7.3
2453988.38681,"R AQL","Vis.","V",7.2
2453988.455,"R AQL","Vis.","V",7.6
2453988.4639,"R AQL","Vis.","Z",6.75
2453988.6,"R AQL","Vis.","V",7.1
2453989.2826,"R AQL","Vis.","V",7.2
2453989.3153,"R AQL","Vis.","V",7.1
2453989.3271,"R AQL","Vis.","V",7
2453989.3799,"R AQL","Vis.","V",6.7
2453989.38194,"R AQL","Vis.","V",7
2453989.725,"R AQL","Vis.","V",6.7
2453990.2,"R AQL","Vis.","V",7.1
2453990.28472,"R AQL","Vis.","V",7.1
2453990.3,"R AQL","Vis.","V",7.3
2453990.3056,"R AQL","Vis.","V",7.5
2453990.3166,"R AQL","Vis.","Z",7.1
2453990.325,"R AQL","Vis.","V",7.2
2453990.3278,"R AQL","Vis.","V",6.8
2453990.33,"R AQL","Vis.","V",7.2
2453990.35,"R AQL","Vis.","V",7.4
2453990.366,"R AQL","Vis.","V",7
2453990.56944,"R AQL","Vis.","V",7
2453991.2,"R AQL","Vis.","V",6.7
2453991.28,"R AQL","Vis.","V",6.9
2453991.2813,"R AQL","Vis.","V",7.4
2453991.3382,"R AQL","Vis.","V",6.9
2453991.3583,"R AQL","Vis.","V",6.8
2453991.3625,"R AQL","Vis.","V",7.2
2453991.3681,"R AQL","Vis.","V",6.8
2453991.4,"R AQL","Vis.","V",7.3
2453991.4868,"R AQL","Vis.","Z",6.78
2453991.6556,"R AQL","Vis.","V",7
2453992.28,"R AQL","Vis.","V",7
2453992.3,"R AQL","Vis.","V",7.3
2453992.334,"R AQL","Vis.","V",7.5
2453992.3479,"R AQL","Vis.","V",6.8
2453992.3493,"R AQL","Vis.","V",6.8
2453993.3438,"R AQL","Vis.","V",6.7
2453993.3625,"R AQL","Vis.","V",6.8
2453993.4736,"R AQL","Vis.","Z",6.79
2453993.6688,"R AQL","Vis.","V",7.1
2453994.2979,"R AQL","Vis.","Z",7
2453994.3389,"R AQL","Vis.","V",6.8
2453994.4722,"R AQL","Vis.","Z",6.8
2453994.48403,"R AQL","Vis.","V",7.5
2453994.55,"R AQL","Vis.","V",7.6
2453994.5882,"R AQL","Vis.","V",7.1
2453994.6,"R AQL","Vis.","V",7.3
2453994.66181,"R AQL","Vis.","V",7.5
2453995.2,"R AQL","Vis.","V",6.7
2453995.3854,"R AQL","Vis.","V",7.3
2453996.3,"R AQL","Vis.","V",7.1
2453996.3181,"R AQL","Vis.","V",7.5
2453996.3375,"R AQL","Vis.","V",7.1
2453996.3472,"R AQL","Vis.","V",6.8
2453996.3715,"R AQL","Vis.","V",6.7
2453996.3729,"R AQL","Vis.","V",6.8
2453997.3333,"R AQL","Vis.","V",7.1
2453997.4,"R AQL","Vis.","V",7.1
2453997.4,"R AQL","Vis.","V",7
2453997.4549,"R AQL","Vis.","Z",6.82
2453997.48819,"R AQL","Vis.","V",7.3
2453997.7,"R AQL","Vis.","V",7.2
2453997.9257,"R AQL","R","V",5.17
2453997.9257,"R AQL","V","V",6.8
2453997.9257,"R AQL","B","V",8.42
2453998.4,"R AQL","Vis.","V",7.3
2453999.28,"R AQL","Vis.","V",7
2453999.29,"R AQL","Vis.","V",7.1
2453999.3,"R AQL","Vis.","V",7.3
2453999.3,"R AQL","Vis.","V",6.9
2453999.3,"R AQL","Vis.","V",7.4
2453999.3063,"R AQL","Vis.","V",7.6
2453999.3111,"R AQL","Vis.","V",7.4
2453999.3701,"R AQL","Vis.","V",7.1
2453999.4,"R AQL","Vis.","V",7
2453999.5938,"R AQL","Vis.","V",7.1
2453999.6,"R AQL","Vis.","V",7.2
2453999.6,"R AQL","Vis.","V",7.5
2454000.2743,"R AQL","Vis.","V",7.3
2454000.2965,"R AQL","Vis.","V",6.9
2454000.3,"R AQL","Vis.","V",7.3
2454000.3438,"R AQL","Vis.","V",6.9
2454000.35556,"R AQL","Vis.","V",6.9
2454000.415,"R AQL","Vis.","V",7.6
2454000.5,"R AQL","Vis.","V",7.4
2454000.5306,"R AQL","Vis.","V",6.7
2454000.63403,"R AQL","Vis.","V",7.5
2454001.2826,"R AQL","Vis.","V",7.5
2454001.3,"R AQL","Vis.","V",7.6
2454001.3,"R AQL","Vis.","V",7
2454001.3125,"R AQL","Vis.","V",7.2
2454001.3139,"R AQL","Vis.","V",7.2
2454001.3306,"R AQL","Vis.","V",6.8
2454001.3333,"R AQL","Vis.","V",6.8
2454001.3618,"R AQL","Vis.","V",7.1
2454001.368,"R AQL","Vis.","Z",7.2
2454001.38,"R AQL","Vis.","V",7.2
2454002.3354,"R AQL","Vis.","V",7.1
2454002.3715,"R AQL","Vis.","V",6.9
2454002.67292,"R AQL","Vis.","V",6.8
2454003.27,"R AQL","Vis.","V",7.4
2454003.275,"R AQL","Vis.","V",7.2
2454003.3132,"R AQL","Vis.","V",7
2454003.3347,"R AQL","Vis.","V",7.2
2454003.39,"R AQL","Vis.","V",7.2
2454003.6285,"R AQL","Vis.","V",7.2
2454004.2,"R AQL","Vis.","V",7.5
2454004.2777,"R AQL","Vis.","Z",7.2
2454004.31528,"R AQL","Vis.","V",7.2
2454004.3174,"R AQL","Vis.","V",6.9
2454004.34,"R AQL","Vis.","V",7.6
2454004.34167,"R AQL","Vis.","V",7
2454004.7,"R AQL","Vis.","V",7.1
2454005.2,"R AQL","Vis.","V",6.7
2454005.24,"R AQL","Vis.","V",6.8
2454005.2813,"R AQL","Vis.","V",7.4
2454005.3,"R AQL","Vis.","V",7.5
2454005.3,"R AQL","Vis.","V",7.2
2454005.3236,"R AQL","Vis.","V",7
2454005.37222,"R AQL","Vis.","V",7.2
2454005.59514,"R AQL","Vis.","V",7.6
2454006.3208,"R AQL","Vis.","V",7.4
2454006.3549,"R AQL","Vis.","V",7.2
2454006.60764,"R AQL","Vis.","V",7.2
2454006.9382,"R AQL","R","V",5.4
2454006.9382,"R AQL","V","V",7.08
2454006.9382,"R AQL","B","V",8.69
2454007.2,"R AQL","Vis.","V",7.2
2454007.28,"R AQL","Vis.","V",7.2
2454007.28,"R AQL","Vis.","V",7.6
2454007.3,"R AQL","Vis.","V",7.3
2454007.309,"R AQL","Vis.","V",7.4
2454007.3319,"R AQL","Vis.","V",7.6
2454007.6,"R AQL","Vis.","V",7.6
2454007.67361,"R AQL","Vis.","V",6.9
2454007.7076,"R AQL","Vis.","V",7.1
2454008.2694,"R AQL","Vis.","V",7.6
2454008.3354,"R AQL","Vis.","V",7.2
2454008.7,"R AQL","V","V",7.36
2454009.234,"R AQL","Vis.","Z",7.5
2454009.3403,"R AQL","Vis.","V",7.4
2454010.2778,"R AQL","Vis.","V",7
2454012.2,"R AQL","Vis.","V",6.8
2454012.3,"R AQL","Vis.","V",7.8
2454012.3153,"R AQL","Vis.","V",7.3
2454012.5201,"R AQL","Vis.","V",7.4
2454013.2563,"R AQL","Vis.","V",7.6
2454013.3,"R AQL","Vis.","V",7.3
2454013.6,"R AQL","Vis.","V",7.3
2454014.38194,"R AQL","Vis.","V",7.5
2454014.38403,"R AQL","Vis.","V",7.6
2454014.4785,"R AQL","Vis.","Z",7.1
2454015.25903,"R AQL","Vis.","V",7.5
2454015.29,"R AQL","Vis.","V",7.2
2454015.3,"R AQL","Vis.","V",7.6
2454015.32,"R AQL","Vis.","V",7.3
2454015.3285,"R AQL","Vis.","V",7.2
2454015.34,"R AQL","Vis.","V",7.9
2454015.5,"R AQL","Vis.","V",7.6
2454016.2535,"R AQL","Vis.","V",6.9
2454016.2965,"R AQL","Vis.","V",7.6
2454016.2979,"R AQL","Vis.","V",7.5
2454016.3069,"R AQL","Vis.","V",7.2
2454016.5,"R AQL","Vis.","V",7.2
2454016.5535,"R AQL","Vis.","V",7.6
2454017.3299,"R AQL","Vis.","V",7.2
2454017.34,"R AQL","Vis.","V",6.9
2454017.3667,"R AQL","Vis.","V",7.2
2454017.547,"R AQL","Vis.","V",7.6
2454017.57292,"R AQL","Vis.","V",7.6
2454018,"R AQL","Vis.","V",7.6
2454018.17,"R AQL","Vis.","V",7.7
2454018.28125,"R AQL","Vis.","V",7.6
2454018.62639,"R AQL","Vis.","V",7.2
2454019.2,"R AQL","Vis.","V",7.8
2454019.2465,"R AQL","Vis.","V",7.7
2454019.2639,"R AQL","Vis.","V",7.6
2454020.26,"R AQL","Vis.","V",8
2454020.2972,"R AQL","Vis.","V",7.7
2454020.341,"R AQL","Vis.","V",7.1
2454020.9389,"R AQL","R","V",5.45
2454020.9389,"R AQL","V","V",7.41
2454020.9389,"R AQL","B","V",9.05
2454021.3,"R AQL","Vis.","V",7.9
2454021.3,"R AQL","Vis.","V",8
2454021.35417,"R AQL","Vis.","V",7.8
2454022.24,"R AQL","Vis.","V",7.7
2454022.3,"R AQL","Vis.","V",7.3
2454022.33,"R AQL","Vis.","V",7
2454022.4701,"R AQL","Vis.","Z",7.38
2454022.6,"R AQL","Vis.","V",7.9
2454023.2,"R AQL","Vis.","V",7
2454023.2931,"R AQL","Vis.","V",7.8
2454023.32361,"R AQL","Vis.","V",8
2454023.5,"R AQL","Vis.","V",7.7
2454023.58611,"R AQL","Vis.","V",8
2454023.6,"R AQL","Vis.","V",7.7
2454023.6625,"R AQL","Vis.","V",7.7
2454024.26042,"R AQL","Vis.","V",7.3
2454024.2639,"R AQL","Vis.","V",7.6
2454024.289,"R AQL","Vis.","V",7.7
2454024.3,"R AQL","Vis.","V",7.7
2454024.3,"R AQL","Vis.","V",7.7
2454024.5,"R AQL","Vis.","V",7.6
2454024.5021,"R AQL","Vis.","Z",7.52
2454024.5236,"R AQL","Vis.","V",7.8
2454025.2153,"R AQL","Vis.","V",7.1
2454025.2736,"R AQL","Vis.","V",7.5
2454025.2819,"R AQL","Vis.","V",7.7
2454025.3,"R AQL","Vis.","V",7.7
2454025.3,"R AQL","Vis.","V",7.5
2454025.4035,"R AQL","Vis.","V",7.7
2454025.5847,"R AQL","Vis.","V",7.6
2454026.2319,"R AQL","Vis.","V",7.6
2454026.26875,"R AQL","Vis.","V",7.8
2454026.28,"R AQL","Vis.","V",7.8
2454026.3,"R AQL","Vis.","V",8
2454026.3,"R AQL","Vis.","V",7.9
2454026.3,"R AQL","Vis.","V",7.6
2454026.3,"R AQL","Vis.","V",7.5
2454026.3,"R AQL","Vis.","V",7.8
2454026.34375,"R AQL","Vis.","V",7.5
2454027.2,"R AQL","Vis.","V",8
2454027.2292,"R AQL","Vis.","V",7.9
2454027.3389,"R AQL","Vis.","V",7.6
2454027.7,"R AQL","Vis.","V",7.4
2454028.6,"R AQL","Vis.","V",7.9
2454029.2118,"R AQL","Vis.","V",7.1
2454029.4861,"R AQL","Vis.","Z",7.69
2454030.2,"R AQL","Vis.","V",7.3
2454030.26,"R AQL","Vis.","V",8
2454030.6,"R AQL","Vis.","V",7.7
2454030.62986,"R AQL","Vis.","V",7.1
2454030.9,"R AQL","Vis.","V",8
2454031.2521,"R AQL","Vis.","V",7.6
2454031.3,"R AQL","Vis.","V",7.6
2454031.329,"R AQL","Vis.","V",7.8
2454032.3,"R AQL","Vis.","V",7.8
2454032.35,"R AQL","Vis.","V",8.1
2454032.4826,"R AQL","Vis.","Z",7.74
2454033.2,"R AQL","Vis.","V",7.2
2454033.3,"R AQL","Vis.","V",7.7
2454034.2,"R AQL","Vis.","V",7.9
2454034.2292,"R AQL","Vis.","V",7.2
2454034.23056,"R AQL","Vis.","V",8.1
2454034.2472,"R AQL","Vis.","V",7.8
2454034.28333,"R AQL","Vis.","V",7.9
